,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels
208,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,53.0,1.0,1,1,3010.0,1
209,Azcapotzalco,San pedro Xalpa,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,70.0,1.0,2,1,2000.0,2
210,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,1,1,1,320.0,5.0,3,4,34900.0,0
211,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,0,1,91.0,2.0,2,2,4160.0,1
212,Azcapotzalco,Tecpan,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,0,83.0,2.0,2,2,1980.0,2
213,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,166.0,2.0,3,3,8900.0,3
214,Tlalpan,Lomas del Pedregal,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,1,1,1,472.0,3.0,3,4,23609.25,0
215,Tlalpan,Lomas del Pedregal,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,173.0,2.0,2,3,3800.0,1
216,Venustiano Carranza,Federal,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,54.0,1.0,2,0,395.0,2
217,Milpa alta,Delegación política milpa alta ,2.7994205439952373,3.8138994979976197,51.22951436664049,23.456157173235717,30.323110292202387,8.532997867309527,6.465903091366667,0.22702943210476184,13.059364018926193,63.969239382804766,0,0,0,0,0,0,65.0,1.0,2,1,290.598,2
218,Venustiano Carranza,Arenal Puerto Aéreo,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,49.0,1.0,2,2,780.0,2
219,Miguel Hidalgo,Lomas de Chapultepec,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,253.0,3.0,3,2,13900.0,3
220,Tlalpan,Fuentes del pedregal,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,115.0,3.0,3,3,4375.0,1
221,Gustavo A. Madero,Tres Estrellas,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,58.0,1.0,2,0,830.0,2
222,Tlahuac,Las arboledas,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,48.0,1.0,2,1,1100.0,2
223,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,1,0,80.0,1.0,3,1,1190.0,2
224,Benito Juárez,Tlalpan Josefa Ortiz de Domínguez,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,1,0,0,1,1,67.0,2.0,2,1,2831.899,1
225,Miguel Hidalgo,Granada,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,1,1,1,134.0,2.0,3,3,12500.0,3
226,Venustiano Carranza,Puebla,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,52.0,1.0,2,1,958.0,2
227,Benito Juárez,Del Valle,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,0,106.0,2.5,3,2,6224.0,1
228,Azcapotzalco,Xochinahuac,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,57.0,1.0,2,1,1380.0,2
229,Iztapalapa,Unidad Vicente Guerrero,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,86.0,1.0,2,1,891.0,2
230,Gustavo A. Madero,San Juan de Aragón,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,2,1,565.0,2
231,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,67.0,2.0,3,1,1747.503,2
232,Gustavo A. Madero,Martín Carrera,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,0,55.0,1.0,2,1,968.0,2
233,Gustavo A. Madero,Tepeyac Insurgentes,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,75.0,1.5,3,1,860.657,2
234,Tlahuac,Villa Centroamericana,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,51.0,1.0,2,1,1114.8,2
235,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,139.0,4.0,2,1,13295.263,3
236,Benito Juárez,General Pedro Maria Anaya,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,70.0,1.0,1,1,2900.0,1
237,Gustavo A. Madero,Zona Escolar,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,69.0,2.0,2,1,219.99,2
238,Venustiano Carranza,Lorenzo Boturini,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,60.0,1.0,2,1,521.0,2
239,Tlalpan,Fuentes de Tepepan,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,96.0,2.0,2,2,3450.0,1
240,Tlalpan,Miguel Hidalgo,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,122.0,2.0,2,2,3990.0,1
241,Gustavo A. Madero,La Laguna Ticomán,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,54.0,1.0,2,1,750.0,2
242,Gustavo A. Madero,Lindavista Vallejo,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,0,72.0,1.0,2,1,932.067,2
243,Tlahuac,Los olivos ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,42.0,1.0,2,1,1157.0,2
244,Venustiano Carranza,Recursos Hidráulicos 4 Árboles,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,1,0,44.0,1.0,2,0,970.0,2
245,Iztapalapa,Santa Martha Acatitla,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,42.0,1.0,2,1,561.4,2
246,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,147.0,2.0,3,4,6900.0,1
247,Milpa alta,Emiliano Zapata,2.7994205439952373,3.8138994979976197,51.22951436664049,23.456157173235717,30.323110292202387,8.532997867309527,6.465903091366667,0.22702943210476184,13.059364018926193,63.969239382804766,0,0,0,0,0,0,50.0,1.0,2,1,330.0,2
248,Tlahuac,La turba ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,50.0,1.0,2,1,1106.1,2
249,Xochimilco,Jardines del Sur,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,1,0,0,0,110.0,2.0,3,1,2700.0,1
250,Tlahuac,Las arboledas,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,55.0,1.0,2,1,505.84,2
251,Alvaro Obregon,Tetelpan,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,109.0,2.0,2,2,5547.8,1
252,Gustavo A. Madero,Santa Rosa,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,60.0,1.0,2,1,619.9,2
253,Iztapalapa,Santa Martha Acatitla,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,0,0,0,0,0,0,53.0,1.0,2,1,295.0,2
254,Tlahuac,Los Olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,1,1,1,1,1,50.0,2.0,2,1,1300.0,2
255,Tlahuac,La turba,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,51.0,1.0,2,1,115.7,2
256,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,65.0,1.0,2,1,780.0,2
257,Coyoacan,Pedregal de Santo Domingo,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,1,52.0,1.0,2,1,1872.925,2
258,Gustavo A. Madero,Zacatenco Lindavista,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,60.0,1.0,2,1,317.218,2
259,Xochimilco,Jardines del Sur ,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,1,110.0,2.0,2,1,2900.0,1
260,Cuajimalpa,Lomas de Vista Hermosa,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,462.0,3.0,4,2,28000.0,0
261,Gustavo A. Madero,San Pedro El Chico,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,58.0,1.0,2,1,890.0,2
262,Tlahuac,Las arboledas ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,47.0,1.0,2,1,700.0,2
263,Alvaro Obregon,Independencia San Ramón,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,1,0,53.0,1.0,2,2,3300.0,1
264,Cuahtemoc,Roma Norte,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,1,0,0,1,1,43.0,1.0,1,0,3542.941,1
265,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,1,1,1,1,160.0,2.0,3,2,7400.0,1
266,Tlalpan,Héroes de Padierna,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,89.0,2.0,2,1,2180.0,2
267,Cuajimalpa,Bosques de las Lomas,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,0,0,0,1,1,250.0,3.0,3,3,12500.0,3
268,La Magdalena Contreras,Héroes de Padierna,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,1,1,1,447.0,5.0,4,3,15500.0,3
269,Venustiano Carranza,Romero Rubio,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,70.0,1.0,2,1,683.333,2
270,Alvaro Obregon,Los alpes,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,1,1,110.0,2.0,3,2,6300.0,1
271,Alvaro Obregon,Florida,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,0,1,196.0,3.0,3,2,9900.0,3
272,Benito Juárez,Del Valle,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,74.0,2.0,2,1,3900.249,1
273,Alvaro Obregon,San Jose del Olivar,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,0,1,1,120.0,3.0,3,2,4900.0,1
274,Cuajimalpa,Cooperativa Palo Alto,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,0,0,0,0,0,142.0,3.5,3,3,10175.455,3
275,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,97.0,2.0,3,2,5450.0,1
276,Venustiano Carranza,Zona Centro,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,90.0,1.0,2,2,637.65,2
277,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,60.0,1.0,1,1,3777.815,1
278,Coyoacan,Pedregal de Santo Domingo,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,84.0,2.0,3,2,2800.0,1
279,Coyoacan,SANTA URSULA,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,70.0,2.0,2,2,2000.0,2
280,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,60.0,2.0,2,1,1700.0,2
281,Cuajimalpa,Lomas del Chamizal,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,330.0,3.0,3,3,13000.0,3
282,Iztapalapa,Gavilán,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,70.0,1.0,2,1,1300.0,2
283,Tlahuac,Las arboledas ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,60.0,1.0,2,1,789.999,2
284,Gustavo A. Madero,San Bartolo Atepehucan,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,200.0,2.0,3,1,746.419,2
285,Tlalpan,San Nicolás,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,87.0,2.0,2,1,2365.74,2
286,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,56.0,1.0,2,1,265.0,2
287,Coyoacan,Romero de Terrero,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,1,82.0,1.0,3,1,2900.0,1
288,Coyoacan,Insurgentes San Angel,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,1,0,1,1,1,94.0,2.0,2,2,4950.0,1
289,Xochimilco,Jardines del Sur,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,0,0,61.0,1.0,2,1,1900.0,2
290,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,0,0,1,1,1,65.0,1.0,1,1,3900.0,1
291,Coyoacan,Cuicuilco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,1,182.0,2.0,3,1,1130.0,2
292,Tlahuac,Villa Centroamérica ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,48.0,1.0,2,0,547.0,2
293,Cuahtemoc,Río Pánuco,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,93.0,2.0,2,1,5950.0,1
294,Cuahtemoc,Sabino,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,0,70.0,2.0,2,1,3090.0,1
295,Coyoacan,Pedregal de Carrasco,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,1,0,1,1,1,86.0,2.0,2,2,4108.803,1
296,Iztapalapa,Paseo de churubusco,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,450.0,3.0,4,3,8500.0,1
297,Tlahuac,La draga,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,46.0,1.0,2,1,950.0,2
298,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,60.0,2.0,2,1,2000.0,2
299,Iztapalapa,San Andrés Tetepilco,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,86.0,1.0,3,1,2624.0,1
300,Alvaro Obregon,Paseo de las lomas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,155.0,2.0,3,2,7350.0,1
301,Azcapotzalco,Santa Cruz de las Salinas,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,1,0,0,1,1,61.0,2.0,2,1,2328.441,2
302,Azcapotzalco,Nueva Santa maria,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,81.0,1.0,2,1,3465.0,1
303,Azcapotzalco,San Isidro,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,70.0,3.0,2,1,2500.0,1
304,Iztapalapa,Tepalcates,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,46.0,1.0,2,1,776.86,2
305,Benito Juárez,Narvarte,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,66.0,2.0,2,2,5115.0,1
306,Alvaro Obregon,Paseo de las lomas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,129.0,2.0,2,2,6200.0,1
307,Iztapalapa,San Miguel,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,49.0,1.0,2,1,441.84,2
308,La Magdalena Contreras,San Jerónimo Líndice,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,112.0,2.0,2,1,3100.0,1
309,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,50.0,1.0,2,1,1100.0,2
310,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,177.0,2.0,3,2,14500.0,3
