,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels
0,La Magdalena Contreras,San Jerónimo Líndice,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,150.0,2.0,3,2,6500.0,1
1,Tlahuac,Xochicalli ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,51.0,1.0,2,1,1200.0,2
2,Cuajimalpa,Bosques de las Lomas,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,0,1,1,305.0,3.0,3,3,17500.0,3
3,Tlahuac,La Turba,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,42.0,1.0,2,1,1046.4,2
4,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,50.0,1.0,2,1,1195.0,2
5,Tlahuac,Los Olivos ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,80.0,1.0,2,1,387.66,2
6,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,0,1,1,163.0,2.0,3,2,12738.0,3
7,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,144.0,2.5,3,2,7150.0,1
8,Xochimilco,Santiago Tepalcatlalpan,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,0,0,50.0,1.0,2,1,2950.0,1
9,Venustiano Carranza,Moctezuma 2a Sección,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,64.0,1.0,2,0,950.0,2
10,Xochimilco,Mártires de Rio Blanco,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,0,87.0,1.0,3,1,1890.0,2
11,Gustavo A. Madero,Guadalupe Tepeyac,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,83.0,1.0,3,0,622.45,2
12,Gustavo A. Madero,Lindavista Sur,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,0,85.0,1.0,3,1,680.0,2
13,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,1,0,0,0,70.0,1.0,2,1,1849.0,2
14,Coyoacan,Culhuacán,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,52.0,1.0,2,1,1490.0,2
15,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,1,0,1,1,450.0,5.0,4,4,47200.0,0
16,Alvaro Obregon,Universal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,138.0,2.0,3,2,7129.3,1
17,Coyoacan,Los Girasoles,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,68.0,1.0,2,1,2048.5,2
18,Venustiano Carranza,Popular Rastro,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,55.0,1.5,2,1,455.487,2
19,Venustiano Carranza,Popular Rastro,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,60.0,1.0,2,1,694.77,2
20,Benito Juárez,Napoles,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,1,0,0,1,1,105.0,2.0,2,1,8087.045,1
21,La Magdalena Contreras,San Jerónimo Líndice,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,170.0,2.0,3,3,6200.0,1
22,Azcapotzalco,San Francisco Tetecala,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,0,50.0,1.0,2,1,1827.949,2
23,Cuajimalpa,Lomas de Vista Hermosa,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,0,1,366.0,3.5,3,4,17666.0,3
24,Alvaro Obregon,Paseo de las Lomas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,146.0,3.0,2,2,8500.0,1
25,Xochimilco,La Noria,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,0,85.0,2.0,3,2,2950.0,1
26,Azcapotzalco,El jaguey,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,57.0,1.0,2,1,2000.0,2
27,Azcapotzalco,Obrero Popular,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,59.0,1.0,2,1,2180.0,2
28,Iztapalapa,Santa Martha Acatitla,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,60.0,1.0,2,1,1150.0,2
29,Xochimilco,San Lorenzo La Cebada,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,0,0,69.0,2.0,3,1,1960.0,2
30,Alvaro Obregon,Las Aguilas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,0,1,1,112.0,2.0,3,2,4091.0,1
31,Tlahuac,Villa Centroamericana,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,42.0,1.0,2,1,1046.4,2
32,Tlahuac,Los olivos,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,44.0,1.0,2,1,695.0,2
33,Alvaro Obregon,Lomas de los cedros,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,197.0,3.5,3,3,11312.978,3
34,Iztacalco,Agrícola Pantitlan,1.1316229270212963,4.465611975386111,41.4221179141,16.974437164757415,26.97150189961944,2.9173942653009273,0.07349715698055553,0.051385442419444434,7.678413919123147,39.09502461574166,1,0,0,0,1,0,70.0,1.0,2,1,649.845,2
35,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,51.0,1.0,2,1,1225.0,2
36,Gustavo A. Madero,Bondojito,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,76.0,1.0,3,1,522.431,2
37,Gustavo A. Madero,La Esmeralda,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,54.0,1.0,2,1,472.5,2
38,Tlahuac,Zapotitla ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,60.0,1.0,2,1,1018.0,2
39,Gustavo A. Madero,La Escalera,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,70.0,2.0,3,1,864.0,2
40,Alvaro Obregon,Lomas de los cedros,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,269.0,3.5,3,3,14666.293,3
41,Iztapalapa,El Manto,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,63.0,1.0,2,1,408.0,2
42,Alvaro Obregon,Paseo de las lomas,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,126.0,2.0,3,3,6300.0,1
43,Gustavo A. Madero,DM Nacional,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,1.0,2,1,550.0,2
44,Gustavo A. Madero,Santa Rosa,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,47.0,1.0,2,1,836.0,2
45,Gustavo A. Madero,Granjas Modernas,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,76.0,2.0,3,1,1736.0,2
46,Tlalpan,Aralia,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,72.0,2.0,2,1,2365.0,2
47,Miguel Hidalgo,Lomas de Chapultepec,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,0,1,1,287.0,3.0,3,3,14900.0,3
48,Venustiano Carranza,Morelos,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,0,55.0,1.0,2,0,849.0,2
49,Xochimilco,Tepepan,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,1,90.0,2.0,2,1,3266.708,1
50,Iztapalapa,José María Morelos,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,51.0,1.0,2,1,530.0,2
51,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,336.0,3.0,3,3,15000.0,3
52,Gustavo A. Madero,La Laguna Ticomán,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,1,1,54.0,1.0,2,1,915.0,2
53,Coyoacan,Romero de Terreros,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,1,90.0,2.0,3,2,3300.0,1
54,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,144.0,2.0,3,2,8524.0,1
55,Tlahuac,El Rosario ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,85.0,5.0,4,5,2800.0,1
56,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,0,1,1,158.0,2.0,3,2,10100.0,3
57,Coyoacan,Educación,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,1,0,132.0,2.0,2,2,4990.0,1
58,Cuajimalpa,Bosques de las Lomas,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,500.0,4.0,4,4,20900.0,0
59,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,261.0,2.0,3,2,12800.0,3
60,Xochimilco,San Lorenzo La Cebada,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,1,80.0,2.0,2,1,2300.0,2
61,Tlahuac,San Nicolas tetelco ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,50.0,1.0,2,1,586.75,2
62,Cuajimalpa,Lomas de Vista Hermosa,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,138.0,4.0,2,2,8440.0,1
63,Tlahuac,Santa Ana Poniente,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,54.0,1.0,2,1,680.0,2
64,Coyoacan,Culhuacán,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,58.0,1.0,2,0,1320.0,2
65,Iztapalapa,Pareja Zacatepec,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,42.0,1.0,2,1,800.0,2
66,Gustavo A. Madero,Santa María Ticomán,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,50.0,1.0,2,2,505.498,2
67,Iztapalapa,San Juan Xalpa,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,49.0,1.0,2,1,920.0,2
68,Tlalpan,Villa Olímpica,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,1,110.0,3.0,3,1,4570.0,1
69,Gustavo A. Madero,Progreso Nacional,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,66.0,1.0,2,1,285.192,2
70,La Magdalena Contreras,Santa Teresa,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,86.0,2.0,2,1,3500.0,1
71,Cuahtemoc,Juárez,0.9031029391228756,6.775808668997386,42.08900539295555,12.233556742089542,26.82689384128955,1.703202068856863,0.10980281996993461,0.04752246796732026,6.214708063603269,30.680722386049663,1,0,0,0,1,1,67.0,2.0,2,1,4586.4,1
72,Gustavo A. Madero,La Esmeralda,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,60.0,1.0,2,1,192.5,2
73,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,77.0,2.0,2,2,4995.825,1
74,Gustavo A. Madero,Progreso Nacional,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,0,67.0,2.0,2,1,258.972,2
75,Tlalpan,Narciso Mendoza,1.3941458683697558,4.602689024080001,40.26138523512779,16.530820592212198,27.882697736545353,3.7141190714112198,3.909596218551706,0.07706095023365855,6.2242938469975595,36.76328842288293,1,1,0,0,1,0,65.0,1.0,3,1,1500.0,2
76,Azcapotzalco,Petrolera,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,0,85.0,1.0,2,1,1900.0,2
77,Tlahuac,Villa centro Americana ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,0,0,0,0,0,0,95.0,2.0,2,2,3539.0,1
78,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,1,1,1,172.0,2.0,3,2,15999.0,3
79,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,1,1,1,170.0,3.0,2,2,14000.0,3
80,Cuajimalpa,Lomas del Chamizal,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,1,0,1,1,1,243.0,4.0,4,3,14950.0,3
81,Xochimilco,Guadalupe I. Ramirez,2.300547233570248,4.569400517145453,46.68436209892728,21.30116500446859,32.138410534628115,6.805506663228928,10.209770899563635,0.17242271640826443,8.252036122542153,50.0551627865661,1,0,0,0,1,0,103.0,2.0,3,2,3280.0,1
82,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,56.0,1.5,1,1,4578.22,1
83,Gustavo A. Madero,Lindavista Norte,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,80.0,2.0,3,1,802.963,2
84,La Magdalena Contreras,Lomas Quebradas,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,118.0,2.0,3,2,5800.0,1
85,Coyoacan,Pedregal de Santo Domingo,0.7718337419282053,4.983508536587821,32.9147709875859,10.974064850642304,24.551108799625005,1.6953430394935889,0.04838447104679487,0.030823144032692314,5.46980658328782,25.714023047063467,1,0,0,0,0,0,84.0,2.0,3,2,2690.0,1
86,Venustiano Carranza,General Ignacio Zaragoza,1.0243727415289656,6.374009689507589,43.62497336852347,16.351225040853794,28.24529055291861,2.2800922644951735,0.055234173223448285,0.0358046200475862,8.154876924755861,39.083659426476544,1,0,0,0,0,1,58.0,1.0,2,0,830.0,2
87,Alvaro Obregon,San Angel,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,109.0,2.0,2,2,7224.914,1
88,Tlahuac,Miguel Hidalgo ,1.5369133370590906,4.495493390170908,46.562120556944535,20.048451080960913,26.77807249112364,5.03562367356091,0.9576746816763637,0.09628856495090908,9.610346519340002,52.74994473300999,1,0,0,0,0,0,59.0,1.0,2,1,1.25,2
89,Alvaro Obregon,Jardines del Pedregal,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,167.0,2.0,3,2,6400.0,1
90,Alvaro Obregon,Santa Fe,1.339167465965152,5.683629830902019,42.85247393318536,17.831208043731817,23.737688165876765,3.189615113417172,0.28293665641111115,0.02617413299141413,6.976225541477781,36.60403865686565,1,1,0,1,1,1,134.0,2.0,3,2,6750.0,1
91,La Magdalena Contreras,Santa Teresa,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,1,0,0,1,1,120.0,2.0,2,2,4500.0,1
92,Miguel Hidalgo,Lomas de Chapultepec,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,1,0,1,1,1,420.0,4.0,2,2,14500.0,3
93,Azcapotzalco,San Martin Xochinahuac,0.9620855552931371,5.968981132699999,38.99289950275197,15.501420668195095,20.608398232794126,1.8317819900647065,0.4580969769284314,0.03128954983333333,7.574512784323526,35.21970538103727,1,0,0,0,0,1,48.0,1.0,2,1,1580.0,2
94,Miguel Hidalgo,Lomas de Chapultepec,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,0,315.0,3.0,3,2,14900.0,3
95,Cuajimalpa,Cooperativa Palo Alto,1.5509086489586208,5.75837650877931,44.360118918031034,18.897734095034483,24.415937583965526,4.172703474348276,0.42864960056551726,0.0611512952,6.675828043813794,39.64775501000345,1,0,0,0,1,1,126.0,2.5,2,2,9297.653,3
96,Iztapalapa,Lomas Estrella,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,100.0,1.0,2,1,1860.0,2
97,Iztapalapa,Solidaridad,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,90.0,1.0,2,1,523.0,2
98,Gustavo A. Madero,Gustavo A. Madero,1.3998376783657802,4.9853922078770765,40.21470854549038,18.205064767591015,25.421478191519945,2.9238671388777426,0.295210496049834,0.04885657138936877,9.532578887003654,43.859107736134256,1,0,0,0,0,1,75.0,1.0,2,1,870.0,2
99,Miguel Hidalgo,Polanco,0.611027408779167,5.569241583823338,35.542918195636666,10.499484300919168,18.45722733647667,1.0584627289141664,0.06849059075083332,0.026193903617499997,4.497140149960834,20.12386775763833,1,0,0,0,1,1,238.0,2.0,3,1,11000.0,3
100,Iztapalapa,San Juan,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,54.0,1.0,2,1,1680.0,2
101,Benito Juárez,Narvarte,0.35153771919019605,6.230001723306864,31.695906807823537,6.0718089010264675,20.07138209353137,0.47685406497156857,0.025016822565686277,0.019991669161764702,3.1690900893558824,15.149626544900984,1,0,0,0,1,1,60.0,2.0,2,1,3350.0,1
102,Iztapalapa,Citlalli,1.8576851178949343,5.622804972670488,47.82131159000157,21.69379967117909,32.20292505372248,4.541025503087884,0.7051623132865643,0.1674379848229075,9.555907491718278,50.081349278744696,1,0,0,0,0,0,50.0,1.0,2,1,890.0,2
